;age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;Bank deposit(target);n_marital;b_default;b_housing;b_loan;n_poutcome;b_deposit
2288;59;management;divorced;tertiary;no;-232.0;no;yes;cellular;16.0;jul;97.0;2.0;-1.0;0.0;unknown;no;-1;False;False;True;0;False
2289;59;management;married;tertiary;no;220.0;yes;no;telephone;16.0;jul;30.0;2.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
2290;59;management;married;primary;no;120.0;no;yes;cellular;17.0;jul;102.0;2.0;-1.0;0.0;unknown;no;1;False;False;True;0;False
2291;59;admin.;married;secondary;no;-797.0;no;yes;cellular;17.0;jul;225.0;3.0;-1.0;0.0;unknown;no;1;False;False;True;0;False
2292;59;retired;married;tertiary;no;6108.0;yes;no;cellular;17.0;jul;796.0;2.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
2293;59;blue-collar;married;primary;no;-365.0;yes;no;cellular;17.0;jul;408.0;11.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
2294;59;blue-collar;married;secondary;no;-139.0;no;no;cellular;18.0;jul;33.0;1.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2295;59;technician;married;tertiary;no;0.0;no;no;cellular;18.0;jul;274.0;5.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2296;59;retired;married;secondary;yes;-2.0;no;yes;cellular;18.0;jul;102.0;1.0;-1.0;0.0;unknown;no;1;True;False;True;0;False
2297;59;retired;married;tertiary;no;1637.0;no;yes;cellular;18.0;jul;225.0;7.0;-1.0;0.0;unknown;no;1;False;False;True;0;False
2298;59;retired;married;secondary;no;0.0;no;no;cellular;18.0;jul;247.0;4.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2299;59;retired;married;secondary;no;161.0;yes;no;cellular;21.0;jul;272.0;2.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
2300;59;housemaid;married;primary;no;-187.0;yes;no;telephone;21.0;jul;118.0;7.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
2301;59;self-employed;divorced;tertiary;no;2979.0;yes;no;cellular;21.0;jul;118.0;3.0;-1.0;0.0;unknown;no;-1;False;True;False;0;False
2302;59;management;married;tertiary;no;5865.0;yes;no;cellular;21.0;jul;250.0;1.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
2303;59;management;married;secondary;no;966.0;no;no;telephone;21.0;jul;50.0;4.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2304;59;management;married;tertiary;no;1889.0;no;no;cellular;21.0;jul;256.0;1.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2305;59;housemaid;married;primary;no;352.0;no;no;telephone;21.0;jul;132.0;10.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2306;59;housemaid;married;primary;no;5.0;no;yes;telephone;22.0;jul;204.0;2.0;-1.0;0.0;unknown;no;1;False;False;True;0;False
2307;59;housemaid;married;primary;no;0.0;yes;no;cellular;22.0;jul;186.0;2.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
2308;59;blue-collar;married;secondary;no;786.0;no;yes;cellular;22.0;jul;44.0;4.0;-1.0;0.0;unknown;no;1;False;False;True;0;False
2309;59;services;married;secondary;no;292.0;no;yes;cellular;22.0;jul;246.0;4.0;-1.0;0.0;unknown;no;1;False;False;True;0;False
2310;59;technician;married;secondary;no;2342.0;no;yes;telephone;23.0;jul;226.0;1.0;-1.0;0.0;unknown;no;1;False;False;True;0;False
2311;59;self-employed;married;tertiary;no;0.0;yes;no;cellular;23.0;jul;256.0;1.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
2312;59;housemaid;married;primary;no;509.0;no;yes;telephone;23.0;jul;67.0;2.0;-1.0;0.0;unknown;no;1;False;False;True;0;False
2313;59;retired;married;secondary;no;1449.0;yes;yes;cellular;23.0;jul;437.0;2.0;-1.0;0.0;unknown;no;1;False;True;True;0;False
2314;59;technician;married;secondary;no;135.0;yes;yes;cellular;23.0;jul;416.0;4.0;-1.0;0.0;unknown;yes;1;False;True;True;0;True
2315;59;services;married;secondary;no;204.0;no;no;cellular;23.0;jul;286.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2316;59;retired;divorced;secondary;no;319.0;no;no;cellular;24.0;jul;129.0;1.0;-1.0;0.0;unknown;no;-1;False;False;False;0;False
2317;59;retired;married;secondary;no;163.0;no;no;cellular;24.0;jul;464.0;1.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2318;59;blue-collar;divorced;primary;no;867.0;yes;no;cellular;24.0;jul;120.0;1.0;-1.0;0.0;unknown;no;-1;False;True;False;0;False
2319;59;technician;divorced;tertiary;no;3331.0;yes;no;cellular;24.0;jul;43.0;3.0;-1.0;0.0;unknown;no;-1;False;True;False;0;False
2320;59;blue-collar;married;secondary;no;0.0;no;no;telephone;24.0;jul;393.0;3.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2321;59;unknown;married;secondary;no;402.0;no;no;telephone;25.0;jul;69.0;5.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2322;59;management;married;tertiary;no;2365.0;no;yes;telephone;25.0;jul;159.0;4.0;-1.0;0.0;unknown;no;1;False;False;True;0;False
2323;59;retired;married;primary;no;-182.0;no;yes;cellular;25.0;jul;153.0;1.0;-1.0;0.0;unknown;no;1;False;False;True;0;False
2324;59;retired;married;secondary;no;5706.0;yes;no;cellular;25.0;jul;471.0;2.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
2325;59;retired;married;secondary;no;377.0;no;yes;cellular;25.0;jul;468.0;4.0;-1.0;0.0;unknown;no;1;False;False;True;0;False
2326;59;housemaid;divorced;primary;yes;0.0;no;yes;cellular;25.0;jul;1368.0;2.0;-1.0;0.0;unknown;no;-1;True;False;True;0;False
2327;59;retired;married;primary;no;0.0;yes;no;cellular;28.0;jul;20.0;4.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
2328;59;admin.;married;secondary;no;373.0;yes;yes;cellular;28.0;jul;362.0;7.0;-1.0;0.0;unknown;no;1;False;True;True;0;False
2329;59;housemaid;married;primary;no;0.0;no;yes;telephone;28.0;jul;40.0;2.0;-1.0;0.0;unknown;no;1;False;False;True;0;False
2330;59;management;divorced;tertiary;no;14.0;no;yes;cellular;28.0;jul;114.0;2.0;-1.0;0.0;unknown;no;-1;False;False;True;0;False
2331;59;self-employed;married;primary;no;0.0;yes;no;telephone;28.0;jul;97.0;2.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
2332;59;retired;married;primary;no;824.0;yes;no;telephone;28.0;jul;81.0;3.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
2333;59;blue-collar;divorced;secondary;no;-361.0;no;yes;cellular;28.0;jul;247.0;3.0;-1.0;0.0;unknown;no;-1;False;False;True;0;False
2334;59;housemaid;married;primary;no;88.0;yes;no;cellular;28.0;jul;63.0;5.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
2335;59;blue-collar;married;secondary;no;149.0;no;yes;telephone;28.0;jul;313.0;16.0;-1.0;0.0;unknown;no;1;False;False;True;0;False
2336;59;entrepreneur;divorced;secondary;no;0.0;no;yes;cellular;28.0;jul;206.0;10.0;-1.0;0.0;unknown;no;-1;False;False;True;0;False
2337;59;management;married;secondary;no;-1246.0;no;no;telephone;29.0;jul;175.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2338;59;admin.;divorced;primary;no;0.0;yes;no;cellular;29.0;jul;604.0;3.0;-1.0;0.0;unknown;no;-1;False;True;False;0;False
2339;59;unemployed;married;primary;no;46.0;no;no;telephone;29.0;jul;44.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2340;59;entrepreneur;married;secondary;no;1085.0;no;yes;cellular;29.0;jul;101.0;4.0;-1.0;0.0;unknown;no;1;False;False;True;0;False
2341;59;management;divorced;tertiary;no;3390.0;no;no;cellular;29.0;jul;43.0;2.0;-1.0;0.0;unknown;no;-1;False;False;False;0;False
2342;59;technician;married;primary;no;309.0;no;yes;cellular;29.0;jul;25.0;5.0;-1.0;0.0;unknown;no;1;False;False;True;0;False
2343;59;retired;married;tertiary;no;2512.0;no;no;cellular;29.0;jul;167.0;4.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2344;59;admin.;divorced;secondary;no;1525.0;no;no;telephone;29.0;jul;90.0;2.0;-1.0;0.0;unknown;no;-1;False;False;False;0;False
2345;59;retired;married;primary;no;0.0;yes;no;cellular;29.0;jul;45.0;7.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
2346;59;management;married;tertiary;no;1069.0;no;no;cellular;29.0;jul;85.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2347;59;housemaid;married;tertiary;no;0.0;no;yes;cellular;29.0;jul;376.0;2.0;-1.0;0.0;unknown;no;1;False;False;True;0;False
2348;59;services;married;primary;no;4295.0;no;no;telephone;29.0;jul;129.0;3.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2349;59;management;married;secondary;no;1558.0;no;no;telephone;29.0;jul;1140.0;3.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2350;59;retired;single;secondary;no;2303.0;no;yes;telephone;30.0;jul;128.0;2.0;-1.0;0.0;unknown;no;0;False;False;True;0;False
2351;59;management;married;primary;no;3831.0;no;no;telephone;30.0;jul;87.0;4.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2352;59;retired;married;secondary;no;0.0;yes;no;cellular;30.0;jul;73.0;4.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
2353;59;retired;married;secondary;no;3414.0;no;no;telephone;30.0;jul;117.0;6.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2354;59;management;married;tertiary;no;1308.0;no;no;cellular;30.0;jul;183.0;4.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2355;59;management;married;tertiary;no;332.0;yes;yes;cellular;30.0;jul;35.0;2.0;-1.0;0.0;unknown;no;1;False;True;True;0;False
2356;59;management;single;tertiary;no;1180.0;no;no;cellular;30.0;jul;22.0;3.0;-1.0;0.0;unknown;no;0;False;False;False;0;False
2357;59;retired;divorced;secondary;no;679.0;no;no;cellular;30.0;jul;761.0;4.0;-1.0;0.0;unknown;yes;-1;False;False;False;0;True
2358;59;management;married;tertiary;no;123.0;yes;no;cellular;30.0;jul;70.0;6.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
2359;59;housemaid;divorced;primary;no;2518.0;no;no;cellular;30.0;jul;675.0;3.0;-1.0;0.0;unknown;yes;-1;False;False;False;0;True
2360;59;management;divorced;tertiary;no;0.0;no;no;telephone;30.0;jul;196.0;3.0;-1.0;0.0;unknown;no;-1;False;False;False;0;False
2361;59;blue-collar;married;primary;no;-209.0;no;no;telephone;30.0;jul;215.0;3.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2362;59;management;divorced;tertiary;no;0.0;yes;no;cellular;31.0;jul;52.0;8.0;-1.0;0.0;unknown;no;-1;False;True;False;0;False
2363;59;blue-collar;married;primary;no;80.0;yes;no;telephone;31.0;jul;46.0;21.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
2364;59;retired;married;unknown;no;201.0;no;no;cellular;31.0;jul;69.0;7.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2365;59;blue-collar;divorced;primary;no;4399.0;yes;no;telephone;31.0;jul;69.0;8.0;-1.0;0.0;unknown;no;-1;False;True;False;0;False
2366;59;retired;married;primary;no;3079.0;no;no;telephone;31.0;jul;19.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2367;59;blue-collar;married;primary;no;595.0;no;no;telephone;31.0;jul;208.0;7.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2368;59;admin.;married;primary;no;6187.0;no;no;cellular;31.0;jul;114.0;4.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2369;59;retired;married;primary;no;488.0;no;no;cellular;31.0;jul;231.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2370;59;retired;divorced;secondary;no;2651.0;no;no;telephone;31.0;jul;258.0;2.0;-1.0;0.0;unknown;no;-1;False;False;False;0;False
2371;59;housemaid;divorced;primary;no;259.0;no;no;cellular;31.0;jul;166.0;4.0;-1.0;0.0;unknown;no;-1;False;False;False;0;False
2372;59;retired;married;primary;no;-266.0;yes;yes;cellular;31.0;jul;266.0;11.0;-1.0;0.0;unknown;no;1;False;True;True;0;False
2373;59;admin.;married;primary;no;1040.0;no;no;telephone;31.0;jul;733.0;1.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2374;59;technician;married;unknown;no;1471.0;no;no;telephone;31.0;jul;7.0;3.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2375;59;retired;married;tertiary;no;2194.0;yes;no;telephone;31.0;jul;16.0;9.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
2376;59;admin.;married;secondary;no;4196.0;no;no;telephone;31.0;jul;10.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2377;59;blue-collar;married;primary;no;3713.0;yes;yes;cellular;4.0;aug;170.0;2.0;-1.0;0.0;unknown;no;1;False;True;True;0;False
2378;59;admin.;married;secondary;no;2552.0;no;yes;cellular;5.0;aug;125.0;3.0;-1.0;0.0;unknown;no;1;False;False;True;0;False
2379;59;retired;married;secondary;no;12438.0;no;no;cellular;5.0;aug;91.0;1.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2380;59;retired;married;primary;no;1634.0;yes;yes;cellular;5.0;aug;836.0;1.0;-1.0;0.0;unknown;yes;1;False;True;True;0;True
2381;59;blue-collar;married;primary;no;460.0;no;no;cellular;5.0;aug;224.0;1.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2382;59;housemaid;married;primary;no;100.0;no;no;cellular;5.0;aug;1134.0;1.0;-1.0;0.0;unknown;yes;1;False;False;False;0;True
2383;59;management;single;tertiary;no;7668.0;no;no;cellular;5.0;aug;124.0;1.0;-1.0;0.0;unknown;no;0;False;False;False;0;False
2384;59;technician;divorced;secondary;no;0.0;no;no;cellular;5.0;aug;54.0;1.0;-1.0;0.0;unknown;no;-1;False;False;False;0;False
2385;59;blue-collar;divorced;primary;no;153.0;no;no;cellular;5.0;aug;268.0;2.0;-1.0;0.0;unknown;no;-1;False;False;False;0;False
2386;59;retired;married;primary;no;3400.0;yes;no;cellular;5.0;aug;515.0;3.0;-1.0;0.0;unknown;yes;1;False;True;False;0;True
2387;59;unknown;married;unknown;no;1541.0;no;no;cellular;5.0;aug;790.0;1.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2388;59;retired;married;primary;yes;-1.0;no;no;cellular;5.0;aug;229.0;2.0;-1.0;0.0;unknown;no;1;True;False;False;0;False
2389;59;housemaid;married;secondary;no;1040.0;no;no;cellular;5.0;aug;123.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2390;59;retired;married;secondary;no;1035.0;yes;yes;cellular;5.0;aug;223.0;1.0;-1.0;0.0;unknown;no;1;False;True;True;0;False
2391;59;retired;married;secondary;no;0.0;no;no;cellular;6.0;aug;142.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2392;59;housemaid;married;primary;no;96.0;no;no;cellular;6.0;aug;88.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2393;59;retired;married;primary;no;1390.0;no;yes;cellular;6.0;aug;148.0;2.0;-1.0;0.0;unknown;no;1;False;False;True;0;False
2394;59;retired;married;secondary;no;136.0;no;no;cellular;6.0;aug;301.0;4.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2395;59;blue-collar;married;primary;no;638.0;no;no;cellular;6.0;aug;170.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2396;59;retired;married;secondary;no;263.0;no;no;cellular;6.0;aug;601.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2397;59;admin.;married;unknown;no;64343.0;no;no;cellular;6.0;aug;45.0;4.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2398;59;admin.;married;secondary;no;1675.0;no;yes;cellular;7.0;aug;113.0;2.0;-1.0;0.0;unknown;no;1;False;False;True;0;False
2399;59;admin.;married;secondary;yes;-131.0;no;no;cellular;7.0;aug;144.0;2.0;-1.0;0.0;unknown;no;1;True;False;False;0;False
2400;59;retired;married;secondary;no;-471.0;no;no;cellular;7.0;aug;86.0;6.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2401;59;management;divorced;tertiary;no;1002.0;no;no;cellular;7.0;aug;201.0;2.0;-1.0;0.0;unknown;no;-1;False;False;False;0;False
2402;59;services;married;primary;no;927.0;no;no;cellular;7.0;aug;1934.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2403;59;retired;married;primary;no;6.0;no;no;cellular;7.0;aug;448.0;3.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2404;59;blue-collar;married;secondary;no;12928.0;no;no;cellular;8.0;aug;66.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2405;59;housemaid;married;primary;no;116.0;no;no;cellular;8.0;aug;129.0;4.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2406;59;technician;divorced;tertiary;no;0.0;no;no;cellular;8.0;aug;124.0;4.0;-1.0;0.0;unknown;no;-1;False;False;False;0;False
2407;59;retired;divorced;secondary;no;93.0;no;yes;cellular;8.0;aug;108.0;2.0;-1.0;0.0;unknown;no;-1;False;False;True;0;False
2408;59;retired;married;secondary;no;2768.0;no;yes;cellular;8.0;aug;94.0;5.0;-1.0;0.0;unknown;no;1;False;False;True;0;False
2409;59;retired;married;tertiary;no;3843.0;no;no;cellular;11.0;aug;104.0;4.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2410;59;retired;married;secondary;no;997.0;no;yes;cellular;11.0;aug;250.0;4.0;-1.0;0.0;unknown;no;1;False;False;True;0;False
2411;59;management;married;tertiary;no;518.0;no;no;cellular;11.0;aug;230.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2412;59;blue-collar;married;primary;no;754.0;no;no;cellular;11.0;aug;225.0;4.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2413;59;retired;married;secondary;no;1980.0;no;no;cellular;11.0;aug;185.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2414;59;services;married;secondary;no;108.0;no;no;cellular;11.0;aug;120.0;4.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2415;59;blue-collar;married;primary;no;914.0;no;no;cellular;11.0;aug;139.0;8.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2416;59;retired;married;primary;yes;-13.0;no;no;cellular;11.0;aug;77.0;1.0;-1.0;0.0;unknown;no;1;True;False;False;0;False
2417;59;technician;married;secondary;no;478.0;no;no;cellular;11.0;aug;108.0;5.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2418;59;retired;married;tertiary;no;1296.0;no;no;cellular;11.0;aug;862.0;11.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2419;59;retired;married;secondary;no;5219.0;no;no;cellular;11.0;aug;239.0;3.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2420;59;admin.;divorced;secondary;no;636.0;no;no;cellular;12.0;aug;91.0;4.0;-1.0;0.0;unknown;no;-1;False;False;False;0;False
2421;59;management;married;tertiary;no;37.0;no;no;cellular;12.0;aug;64.0;9.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2422;59;retired;married;primary;no;94.0;no;no;cellular;12.0;aug;256.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2423;59;blue-collar;married;primary;no;2192.0;no;no;cellular;12.0;aug;365.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2424;59;retired;married;primary;no;0.0;no;no;cellular;12.0;aug;66.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2425;59;self-employed;married;unknown;no;59.0;no;no;cellular;12.0;aug;171.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2426;59;retired;married;unknown;no;7586.0;no;no;cellular;12.0;aug;632.0;6.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2427;59;retired;married;secondary;no;566.0;no;no;cellular;12.0;aug;464.0;4.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2428;59;retired;married;secondary;no;278.0;no;no;cellular;12.0;aug;141.0;3.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2429;59;admin.;married;tertiary;no;349.0;no;no;cellular;12.0;aug;124.0;4.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2430;59;housemaid;married;primary;no;235.0;no;no;cellular;13.0;aug;119.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2431;59;management;married;tertiary;yes;782.0;no;yes;cellular;13.0;aug;127.0;2.0;-1.0;0.0;unknown;no;1;True;False;True;0;False
2432;59;retired;married;primary;no;249.0;no;no;cellular;13.0;aug;432.0;5.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2433;59;blue-collar;married;secondary;no;10054.0;no;no;telephone;13.0;aug;79.0;6.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2434;59;retired;married;secondary;no;25947.0;no;no;cellular;13.0;aug;292.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2435;59;retired;married;primary;no;1393.0;yes;yes;cellular;13.0;aug;314.0;1.0;-1.0;0.0;unknown;no;1;False;True;True;0;False
2436;59;retired;married;primary;no;474.0;no;no;cellular;13.0;aug;139.0;3.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2437;59;technician;married;secondary;no;3562.0;no;no;cellular;13.0;aug;121.0;1.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2438;59;management;single;tertiary;no;684.0;no;no;cellular;13.0;aug;48.0;13.0;-1.0;0.0;unknown;no;0;False;False;False;0;False
2439;59;blue-collar;married;primary;no;3062.0;yes;no;cellular;14.0;aug;87.0;2.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
2440;59;technician;married;secondary;no;316.0;no;no;cellular;14.0;aug;200.0;4.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2441;59;management;married;tertiary;no;1857.0;no;no;cellular;14.0;aug;128.0;4.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2442;59;management;married;secondary;no;1021.0;no;no;cellular;14.0;aug;89.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2443;59;retired;married;primary;no;46.0;no;no;cellular;14.0;aug;78.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2444;59;retired;divorced;tertiary;no;-134.0;no;no;cellular;14.0;aug;217.0;4.0;-1.0;0.0;unknown;no;-1;False;False;False;0;False
2445;59;retired;married;secondary;no;385.0;no;yes;telephone;14.0;aug;365.0;2.0;-1.0;0.0;unknown;no;1;False;False;True;0;False
2446;59;retired;married;primary;no;574.0;no;no;cellular;18.0;aug;197.0;6.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2447;59;self-employed;married;secondary;no;0.0;no;no;cellular;18.0;aug;203.0;4.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2448;59;housemaid;married;primary;no;1100.0;no;no;cellular;18.0;aug;147.0;10.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2449;59;management;married;tertiary;no;3779.0;no;no;cellular;18.0;aug;93.0;3.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2450;59;management;married;tertiary;no;0.0;no;no;cellular;19.0;aug;112.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2451;59;retired;married;unknown;no;613.0;no;no;cellular;19.0;aug;75.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2452;59;retired;married;primary;no;0.0;no;no;cellular;19.0;aug;288.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2453;59;retired;married;secondary;no;19.0;no;yes;cellular;19.0;aug;271.0;3.0;-1.0;0.0;unknown;no;1;False;False;True;0;False
2454;59;retired;married;primary;no;2568.0;no;no;cellular;20.0;aug;63.0;5.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2455;59;entrepreneur;married;tertiary;no;-23.0;no;yes;cellular;20.0;aug;195.0;7.0;-1.0;0.0;unknown;no;1;False;False;True;0;False
2456;59;retired;married;primary;no;56.0;no;no;cellular;21.0;aug;432.0;5.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2457;59;blue-collar;married;primary;no;0.0;yes;yes;cellular;21.0;aug;140.0;5.0;-1.0;0.0;unknown;no;1;False;True;True;0;False
2458;59;housemaid;married;secondary;no;454.0;no;no;cellular;21.0;aug;162.0;1.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2459;59;retired;married;unknown;no;575.0;no;no;cellular;22.0;aug;146.0;3.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2460;59;management;divorced;secondary;no;0.0;no;no;cellular;22.0;aug;125.0;2.0;-1.0;0.0;unknown;no;-1;False;False;False;0;False
2461;59;housemaid;married;primary;no;57.0;no;no;cellular;22.0;aug;212.0;11.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2462;59;admin.;married;secondary;no;1575.0;yes;no;cellular;22.0;aug;1241.0;11.0;-1.0;0.0;unknown;yes;1;False;True;False;0;True
2463;59;retired;married;primary;no;0.0;no;no;cellular;22.0;aug;347.0;1.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2464;59;retired;married;primary;no;0.0;no;no;cellular;22.0;aug;460.0;1.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2465;59;admin.;married;secondary;no;6264.0;no;no;cellular;22.0;aug;353.0;16.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2466;59;blue-collar;married;primary;no;63.0;no;no;cellular;22.0;aug;176.0;6.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2467;59;blue-collar;married;primary;no;6271.0;yes;no;cellular;25.0;aug;102.0;5.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
2468;59;technician;married;secondary;no;283.0;no;no;cellular;25.0;aug;272.0;4.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2469;59;blue-collar;married;primary;no;-546.0;no;no;cellular;25.0;aug;1152.0;6.0;-1.0;0.0;unknown;yes;1;False;False;False;0;True
2470;59;retired;married;unknown;no;0.0;no;no;cellular;25.0;aug;213.0;4.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2471;59;retired;married;primary;no;255.0;no;yes;cellular;25.0;aug;62.0;6.0;-1.0;0.0;unknown;no;1;False;False;True;0;False
2472;59;management;divorced;tertiary;no;6144.0;yes;no;cellular;25.0;aug;56.0;5.0;-1.0;0.0;unknown;no;-1;False;True;False;0;False
2473;59;blue-collar;married;primary;no;0.0;no;no;cellular;25.0;aug;128.0;5.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2474;59;management;divorced;tertiary;no;3096.0;no;no;cellular;26.0;aug;18.0;17.0;-1.0;0.0;unknown;no;-1;False;False;False;0;False
2475;59;retired;married;tertiary;no;0.0;no;no;cellular;26.0;aug;94.0;2.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2476;59;technician;divorced;secondary;no;2.0;no;no;cellular;26.0;aug;164.0;2.0;-1.0;0.0;unknown;no;-1;False;False;False;0;False
2477;59;self-employed;married;primary;no;745.0;no;no;cellular;26.0;aug;168.0;9.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
2478;59;retired;married;primary;no;-47.0;yes;no;cellular;27.0;aug;84.0;4.0;-1.0;0.0;unknown;no;1;False;True;False;0;False
2479;59;retired;married;secondary;no;2396.0;no;no;cellular;27.0;aug;1040.0;6.0;-1.0;0.0;unknown;yes;1;False;False;False;0;True
2480;59;housemaid;married;primary;no;0.0;no;no;cellular;27.0;aug;76.0;11.0;-1.0;0.0;unknown;no;1;False;False;False;0;False
